Attr,TotalWorkingYears,Ovt,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,dfh,Age,MonthlyIncome,EnvironmentSatisfaction,NumCompaniesWorked
0,12,0,9,8,7,2,45,8578,4,3
1,10,1,10,7,7,27,35,5813,3,1
0,21,0,20,7,9,10,42,16799,3,1
0,26,0,9,8,8,10,29,17099,3,2
0,21,0,3,2,1,2,27,18300,2,4
0,35,0,9,8,8,2,53,16598,4,1
1,9,0,1,0,0,9,29,4834,3,1
0,13,0,11,7,8,10,31,11031,3,4
0,6,0,2,2,2,26,46,7991,2,7
0,10,0,7,6,7,1,46,3423,4,6
0,2,0,1,0,0,1,34,2956,4,0
0,5,0,3,2,2,2,47,2080,3,2
0,8,1,2,2,2,2,35,3195,4,0
0,5,0,3,2,2,10,41,4876,1,9
0,19,0,13,11,9,10,24,4735,4,7
1,21,0,18,7,5,2,39,12169,1,0
0,10,0,10,4,9,10,33,5487,2,1
1,4,0,2,2,2,17,27,3894,2,1
0,6,0,2,2,2,15,29,2543,2,4
0,5,0,5,2,2,1,46,4968,3,1
0,20,0,19,9,9,17,38,8823,3,0
0,25,0,1,0,0,1,48,18265,4,6
0,9,0,5,4,3,9,39,6782,3,9
0,2,0,2,2,2,1,38,2911,1,2
0,7,0,6,5,3,17,24,3500,3,1
0,13,0,13,7,9,8,31,10793,1,1
0,25,0,24,0,7,1,45,19202,3,0
0,14,0,11,10,1,1,32,10322,3,0
0,6,1,6,5,3,1,34,3622,2,2
1,10,0,10,4,9,27,29,7639,2,1
0,10,1,10,0,9,8,27,4187,4,1
0,10,0,10,7,5,26,45,4385,1,1
0,9,0,3,2,0,2,53,16422,3,1
0,10,1,9,7,1,15,33,4878,2,0
0,19,0,10,7,9,13,46,5562,3,6
0,6,0,5,4,3,3,34,2426,1,1
0,22,0,22,10,4,2,41,16015,4,1
0,13,0,4,3,2,12,38,6288,1,0
1,17,0,9,6,8,7,56,5390,4,2
0,7,0,5,2,3,5,44,3162,3,3
0,9,1,9,8,8,23,45,3633,4,1
0,8,0,8,7,7,7,32,2942,1,0
0,9,0,2,2,2,8,36,13675,1,2
0,12,0,4,2,3,4,42,5507,4,5
0,16,0,8,7,7,10,50,5467,4,3
0,21,0,18,16,11,9,41,19419,1,2
0,2,1,2,2,2,2,28,3867,4,1
0,15,0,12,11,11,4,40,10855,3,7
0,6,1,4,3,2,1,40,7457,2,4
0,3,1,3,2,2,2,47,3294,4,1
0,5,0,3,2,2,9,51,2194,1,3
0,7,0,5,4,2,7,41,3294,4,5
0,19,0,18,10,7,1,39,9613,3,0
0,0,0,0,0,0,2,36,1232,1,2
0,9,0,6,5,2,1,32,4087,4,2
0,1,1,1,0,0,29,48,1118,3,9
0,13,0,11,10,8,3,25,2592,4,0
1,6,1,4,2,3,24,28,2028,3,5
1,17,1,17,14,15,3,50,10685,3,1
0,7,0,7,6,0,1,38,2844,3,1
0,20,0,18,16,11,10,38,13206,2,2
0,6,0,6,5,3,11,36,6499,2,1
0,7,0,7,7,7,15,48,5675,4,7
0,26,0,20,17,6,2,47,17169,1,3
0,22,0,9,8,3,6,32,13120,3,5
0,10,0,10,7,5,26,45,4385,1,7
0,10,0,10,7,7,23,29,2700,3,4
0,20,0,1,0,1,28,40,10932,3,3
0,4,1,3,2,0,2,42,2696,3,0
1,10,0,10,9,2,19,34,6118,1,1
0,9,1,4,3,2,18,42,5410,4,3
0,17,0,3,2,2,18,44,4534,1,1
0,10,1,9,6,8,1,34,2593,1,1
1,33,0,32,14,9,2,52,19845,1,1
1,0,0,0,0,0,3,18,1420,3,1
0,9,0,3,1,2,28,33,4233,2,8
0,3,0,3,0,2,1,35,2450,4,1
0,6,0,5,3,3,1,26,3955,1,0
0,6,0,6,5,3,9,34,5714,2,6
1,1,1,1,0,0,24,25,1118,3,9
0,22,0,10,7,8,10,30,10739,3,1
0,1,0,1,0,0,13,24,2033,4,9
1,11,0,3,2,2,21,19,6870,4,3
0,28,0,26,15,9,2,46,17048,3,8
0,9,1,5,4,3,9,31,5006,1,4
0,20,0,20,7,13,26,40,5605,2,4
0,23,0,20,18,15,2,52,19537,1,1
0,1,0,1,0,0,4,29,2109,4,1
0,32,1,9,8,5,2,36,19701,3,1
0,8,0,2,2,2,11,34,2654,2,3
0,20,0,5,3,2,2,40,2001,3,2
0,10,0,10,4,9,5,31,5487,4,1
0,6,1,5,3,3,10,37,2782,4,0
0,5,0,2,2,0,1,26,4364,1,3
0,34,1,33,7,9,10,27,2277,4,3
0,7,0,4,2,2,1,44,3580,3,2
0,10,1,4,3,3,13,29,4025,4,4
0,10,1,4,3,3,3,46,4025,4,4
0,32,0,5,1,3,2,36,14814,2,3
0,6,1,5,4,3,15,29,2168,2,3
0,11,0,10,8,7,10,37,3069,4,1
1,9,0,1,0,0,9,29,4834,3,7
0,24,1,5,3,2,28,52,13247,4,2
1,4,1,4,2,3,2,38,2814,4,2
0,3,0,2,2,2,2,33,2661,1,0
0,28,1,22,11,10,4,47,10333,3,8
0,6,0,5,2,2,5,31,8346,1,5
1,4,0,2,2,2,2,28,2073,4,2
0,24,1,5,3,2,28,52,13247,4,2
0,14,0,11,10,1,20,40,10322,1,4
0,11,0,11,8,10,20,29,3812,4,1
1,9,0,3,1,2,13,31,4233,2,7
0,17,0,3,2,2,1,38,2042,1,1
0,10,0,9,7,8,1,44,7625,2,0
1,0,0,0,0,0,8,18,1904,3,1
0,24,0,22,6,14,10,23,18880,4,1
0,10,0,8,4,7,8,30,7264,3,5
0,9,0,7,6,7,7,27,6811,4,0
1,4,0,3,2,2,1,24,4302,3,0
0,16,0,8,7,7,14,47,5467,3,8
0,6,0,6,4,4,23,30,2859,1,1
0,8,1,5,4,4,8,25,2436,1,5
0,25,0,8,7,7,3,43,19740,3,2
0,13,0,9,4,0,2,38,10686,3,6
0,10,0,7,6,7,1,46,3423,4,0
0,9,0,3,2,2,7,31,9637,1,5
1,8,0,8,7,7,4,41,9355,1,5
0,10,0,10,7,7,2,59,5130,1,1
1,7,1,4,3,3,26,30,2277,3,0
0,12,0,4,2,3,4,42,5507,4,5
0,24,0,24,7,9,8,42,18430,2,1
0,7,1,2,2,2,2,32,5440,4,4
1,12,1,1,0,0,3,39,5238,4,4
0,7,0,1,0,0,1,36,6653,4,4
0,8,0,8,7,6,12,43,2756,1,3
0,6,0,6,2,1,1,47,2837,4,1
0,5,0,5,3,2,11,31,3310,2,3
0,15,0,1,0,0,1,36,6815,2,6
1,10,0,10,4,9,27,29,7639,2,8
0,10,0,10,9,7,19,34,2929,2,1
1,25,0,1,0,0,3,39,18265,3,2
1,9,1,9,1,8,13,31,11916,3,1
1,8,1,1,0,1,23,35,5916,2,1
0,20,0,19,6,8,2,39,10938,3,0
0,4,0,3,2,2,3,34,3737,3,0
0,6,1,5,4,3,15,29,2168,2,0
1,12,0,5,3,3,15,36,6513,4,4
0,10,0,9,7,8,6,41,9738,1,5
0,20,0,19,6,8,24,32,10938,1,0
0,9,0,3,2,2,7,45,6434,1,4
0,1,0,1,0,1,9,40,2690,4,1
0,7,0,7,7,3,9,27,2279,4,3
0,21,0,21,6,8,2,34,12742,3,1
0,10,1,10,6,7,10,24,4014,3,0
0,1,0,1,0,0,8,56,2564,2,1
0,6,0,2,2,1,2,42,2546,2,2
0,34,0,34,6,16,3,52,16856,3,1
0,21,1,2,0,2,2,46,7082,4,3
0,5,0,4,2,3,11,24,4011,1,0
0,21,0,18,16,11,9,41,19419,1,2
0,3,0,3,2,2,1,29,3760,1,1
0,10,0,10,7,9,8,36,4554,1,1
1,5,0,5,2,3,6,31,4325,1,1
0,10,0,5,4,3,28,41,3761,3,9
0,1,0,1,0,0,3,30,2083,3,1
1,10,0,2,2,2,9,47,5405,2,6
0,6,1,3,2,2,1,33,2799,3,3
0,6,0,5,3,4,2,28,3201,1,2
0,4,0,1,0,0,2,47,4978,3,4
1,3,1,1,0,0,2,58,2380,4,1
0,7,0,0,0,0,10,30,3306,4,1
0,28,0,26,15,9,2,46,17048,3,1
1,10,1,10,7,7,27,35,5813,3,1
1,7,0,5,2,4,2,38,4855,3,4
0,17,0,15,11,9,4,39,5902,4,4
1,10,1,7,7,7,1,28,2216,1,2
0,12,1,1,0,0,4,48,5238,2,5
1,17,0,9,6,8,7,56,5390,4,6
0,25,0,23,5,10,4,31,12936,4,7
0,15,0,1,0,0,15,34,6815,4,6
0,10,0,10,3,9,29,38,2406,4,1
0,9,0,2,0,2,6,39,8376,2,1
0,10,0,10,9,9,7,31,8943,3,1
0,9,0,3,2,2,5,33,7119,4,0
0,10,0,6,2,2,2,35,4425,2,1
0,10,0,5,4,4,22,35,4200,1,7
1,40,1,31,15,8,2,58,19246,4,1
0,23,0,13,12,1,3,46,16606,3,8
1,1,1,1,0,0,1,29,2319,2,0
0,10,0,10,8,8,8,34,6799,2,1
0,11,0,7,6,6,6,39,8237,4,5
1,6,0,4,2,2,8,23,2580,4,2
0,10,0,10,6,8,15,39,3376,3,1
0,10,0,4,3,3,16,47,2996,3,5
0,1,0,1,0,0,1,32,2956,4,1
0,1,0,1,0,0,9,54,2274,3,1
0,6,0,2,2,2,5,27,2024,1,3
0,10,0,10,7,9,5,31,5343,4,1
0,10,1,5,4,2,2,38,7756,4,3
0,10,0,10,8,0,17,33,17444,4,1
0,15,1,15,14,7,15,34,5207,4,1
0,7,0,2,2,2,1,35,2506,4,2
0,2,0,2,2,2,10,23,3505,1,1
0,34,1,33,9,0,3,36,13577,3,1
0,6,0,6,5,3,1,55,6499,1,1
0,30,0,10,7,1,9,56,11103,3,7
0,1,1,1,0,1,3,54,2795,3,1
0,3,0,2,2,2,1,32,2269,2,8
0,20,0,20,16,6,1,42,4907,2,4
0,8,0,3,2,2,16,38,4198,2,2
1,6,1,3,2,2,8,30,3944,1,5
0,1,0,0,0,0,21,37,2871,1,1
0,11,1,11,8,7,4,30,5209,3,5
0,8,1,8,7,7,29,32,2366,3,4
0,16,0,1,0,0,15,28,15992,2,2
0,24,0,22,6,14,10,23,18880,4,1
1,11,0,7,1,7,9,34,5346,4,1
0,7,0,5,3,4,6,34,2766,4,1
1,28,1,22,2,13,1,32,13770,2,9
0,4,0,3,0,2,23,34,2314,3,1
0,7,0,5,3,0,25,37,5765,4,5
0,4,0,3,2,2,9,33,3180,4,1
0,10,0,9,0,8,23,31,5582,2,0
0,10,0,10,7,4,1,34,8620,4,4
0,10,0,9,3,7,4,23,4103,3,0
0,3,0,2,2,0,28,50,2351,2,0
0,15,0,11,8,10,11,22,4444,3,1
0,10,1,10,8,0,1,30,5126,4,1
0,12,1,11,9,7,9,30,6347,3,0
0,16,1,4,2,2,3,36,5021,1,0
0,17,0,7,7,7,27,36,5237,3,6
0,5,0,5,3,2,7,26,4684,4,6
0,27,1,1,0,0,9,50,19331,3,4
0,5,0,5,4,2,6,52,2810,4,1
0,3,1,3,2,2,16,35,3294,3,1
0,3,0,2,2,2,8,33,2342,2,0
0,29,0,20,6,17,26,51,16307,1,1
0,12,0,4,2,3,4,42,5507,4,2
1,30,1,5,3,3,13,55,13726,3,3
0,13,0,4,1,2,2,47,5482,2,5
0,3,0,2,2,2,1,32,2269,2,0
1,1,1,1,0,0,12,41,2472,4,3
1,4,1,4,3,1,18,29,2389,3,1
0,19,0,1,0,0,8,54,3780,3,1
0,11,0,11,8,3,16,35,8606,4,1
0,28,1,22,11,10,10,28,10333,4,8
0,10,0,10,3,8,1,33,4213,4,1
0,10,1,10,8,0,26,43,5126,1,1
1,1,1,1,0,1,25,32,2795,1,1
0,9,0,2,2,2,8,36,13675,1,2
0,3,0,2,2,2,6,22,2773,1,0
0,19,0,1,0,0,1,18,3780,1,7
0,8,0,5,4,3,17,30,2132,4,4
0,13,0,13,12,9,1,56,6306,3,1
0,7,0,1,1,0,2,32,2496,1,1
0,6,0,6,5,5,8,34,2340,1,3
0,6,0,5,4,3,20,30,2705,4,1
0,7,1,7,7,7,1,28,6834,3,1
0,7,0,1,0,0,3,52,2479,3,3
0,10,0,10,7,5,26,45,4385,1,1
0,10,0,10,3,7,18,25,9980,2,7
0,6,1,5,4,4,2,35,4930,1,2
0,6,0,6,3,4,2,47,2177,3,0
0,9,0,9,7,8,4,45,4447,3,1
0,14,0,5,4,4,28,45,8938,4,2
0,9,1,9,0,7,26,35,8837,3,0
1,1,1,1,0,1,10,20,1009,3,3
0,10,0,3,2,2,16,28,6430,4,6
0,9,0,8,7,7,2,39,7880,1,0
0,8,1,5,4,3,4,47,5042,1,4
0,9,0,9,8,7,10,27,3319,1,1
0,0,0,0,0,0,4,42,1051,3,3
0,4,1,4,2,3,26,22,2814,2,4
0,13,0,8,7,5,2,38,5249,4,3
0,17,0,1,0,0,19,41,3072,3,2
1,10,0,10,0,8,10,21,4558,3,1
0,10,1,5,2,4,10,33,2778,3,4
0,10,0,3,2,2,21,39,5736,1,7
0,9,0,2,2,2,3,31,13675,2,9
0,5,0,1,1,0,10,34,4286,2,2
0,8,0,5,2,2,1,42,2576,2,3
1,9,0,9,8,7,16,32,8726,1,7
0,10,0,10,6,8,7,41,3376,2,3
0,12,1,11,10,7,7,34,2308,2,9
0,5,0,4,2,2,1,25,4898,1,0
0,1,0,1,0,0,6,59,2210,3,1
0,21,0,7,6,7,23,38,17181,1,1
1,11,0,7,1,7,18,21,5346,4,1
0,22,0,2,2,1,2,46,18947,2,3
0,9,0,3,2,2,5,33,7119,4,0
0,10,0,9,7,7,10,38,4968,4,0
0,6,0,4,2,0,9,36,3544,3,9
0,24,1,7,7,7,20,45,10851,2,2
1,1,0,1,0,0,12,21,2716,3,9
0,7,0,7,5,7,9,28,5253,2,6
0,10,0,10,8,7,9,45,5151,1,4
0,4,0,1,0,0,20,29,4765,3,1
0,5,0,3,2,2,2,34,4033,4,2
0,16,0,1,0,0,8,33,5093,2,0
0,13,0,6,1,5,3,59,5171,3,5
0,8,0,4,3,3,26,28,3408,2,7
1,8,0,6,2,1,6,34,4678,3,3
1,1,0,1,0,0,9,31,1261,3,1
0,6,0,6,2,4,2,34,5505,4,4
0,13,0,5,4,4,17,26,6842,4,0
0,11,1,0,0,0,8,34,8564,4,6
0,6,0,5,3,3,9,27,3955,3,1
0,32,1,30,8,13,1,27,7412,3,2
1,6,0,6,5,3,10,46,4381,3,3
0,10,0,10,7,8,8,32,6209,3,6
1,12,1,7,7,7,6,31,6172,2,5
0,7,0,7,4,6,13,25,2096,2,1
0,6,0,2,2,0,1,27,4298,3,5
0,5,0,4,3,3,7,33,4373,4,0
1,10,0,2,2,2,2,20,9362,3,2
0,1,0,1,0,0,29,30,2476,2,9
1,1,0,1,0,0,17,24,2210,4,1
0,18,0,8,6,0,7,52,10445,2,7
0,8,0,8,7,7,20,31,4244,3,1
0,4,0,2,2,2,16,27,2811,3,9
1,24,1,19,7,8,2,55,13695,3,4
0,2,0,2,2,2,1,33,2372,3,1
0,10,0,9,7,7,10,38,4968,4,3
0,22,0,19,7,16,1,40,16823,1,2
0,13,0,7,7,7,24,50,7547,2,4
0,4,0,4,3,2,1,24,4617,2,0
0,6,0,5,2,3,16,34,2553,3,3
0,2,1,2,2,2,10,33,2323,3,9
0,7,0,7,7,7,20,27,9981,4,7
0,4,0,4,3,2,3,34,4649,2,4
0,8,0,8,4,7,10,37,3936,2,1
0,1,0,1,0,0,8,40,2972,4,1
1,13,0,5,4,4,27,29,5204,3,8
0,1,0,1,0,0,1,28,1563,1,1
0,6,1,5,3,3,10,37,2782,4,0
0,0,0,0,0,0,1,40,1706,3,1
0,16,0,4,3,3,2,54,13549,1,1
0,6,0,2,2,2,2,31,3468,1,9
0,9,1,8,7,7,1,32,8740,3,4
0,10,0,9,7,7,8,55,7655,3,1
0,6,1,5,4,4,1,27,6349,3,0
0,2,0,2,2,2,9,56,2742,4,0
0,25,0,23,5,10,4,31,12936,4,5
0,6,1,5,4,3,15,29,2168,2,3
0,10,0,10,7,7,4,34,8392,3,1
1,10,1,10,9,8,9,25,7406,2,1
0,6,1,5,4,2,9,42,2379,4,0
0,1,0,1,0,0,4,29,2109,4,1
1,8,1,6,4,0,22,40,6380,3,7
0,21,1,19,9,2,24,42,17123,3,1
0,20,1,4,2,3,2,38,5405,2,2
1,16,0,14,8,9,8,18,17007,4,2
0,14,1,10,7,2,1,44,5743,1,0
0,10,0,10,8,7,13,37,4285,1,1
0,18,0,8,7,7,16,48,6439,3,7
0,31,0,25,8,7,4,41,15427,1,2
0,16,1,4,2,2,5,46,5021,2,8
0,19,1,16,13,7,11,56,4615,3,3
1,14,0,10,9,8,7,56,2339,4,1
0,26,0,22,9,10,7,31,18213,3,1
1,28,1,22,2,13,1,32,13770,2,9
1,9,0,3,2,2,28,50,7119,3,4
1,1,0,1,0,0,18,21,2693,3,1
0,9,0,2,2,0,2,31,6410,1,0
0,18,0,8,7,7,28,52,6439,4,8
0,18,0,8,7,7,28,52,6439,4,8
0,14,0,13,7,8,2,27,4508,3,1
0,4,0,1,0,0,10,31,4978,4,6
1,3,0,3,2,2,9,23,4621,3,1
1,8,1,5,4,3,27,47,6397,2,8
1,9,0,3,2,2,7,48,8008,4,4
0,10,0,9,7,8,11,36,9738,2,6
1,6,0,0,0,0,29,38,2290,3,4
0,17,0,7,7,7,13,36,5237,1,6
0,27,0,4,2,2,22,49,16413,1,3
0,10,0,9,2,7,18,46,4627,3,1
0,15,0,7,7,7,2,35,5762,2,1
0,21,1,21,9,10,10,39,17068,3,1
0,11,0,11,8,9,3,34,5433,4,2
0,6,0,5,1,4,2,40,4936,3,0
0,21,1,21,8,6,2,38,19197,1,1
0,28,0,10,4,6,4,50,19144,1,3
1,11,1,3,2,2,23,34,9950,2,9
0,4,0,3,2,2,26,34,3375,4,0
0,10,1,8,7,7,20,44,6811,2,0
0,8,1,5,4,2,6,41,6032,4,1
0,37,0,16,9,14,2,58,16291,2,1
0,9,0,2,2,0,2,31,6410,1,0
0,13,0,0,0,0,4,34,2259,3,4
0,12,1,11,10,9,15,38,11510,3,2
0,0,1,0,0,0,2,59,6349,2,4
0,5,0,4,2,0,5,26,2966,4,9
0,8,0,5,4,3,2,40,5715,4,7
1,14,0,10,9,8,7,56,2339,4,8
1,10,1,8,7,7,2,35,5679,2,1
0,15,1,15,14,7,8,45,4001,4,6
1,11,0,4,3,2,20,26,7005,4,3
0,5,0,5,4,4,6,38,3702,4,1
0,10,0,10,7,5,20,50,4385,4,1
0,8,0,2,2,1,7,41,5003,4,1
1,31,0,9,8,0,1,50,13826,3,1
0,1,1,1,0,1,5,36,1009,2,1
0,3,1,3,2,2,25,49,2659,2,1
0,8,0,8,7,7,3,26,4420,1,1
0,36,0,10,9,9,3,54,17779,4,2
0,1,0,1,0,0,10,29,2008,3,1
1,3,1,3,2,2,3,50,2683,1,1
0,16,0,16,13,10,2,33,4809,1,1
0,22,0,2,2,1,3,33,18947,1,1
1,31,0,31,6,7,20,41,17924,3,1
0,29,0,22,10,9,22,34,19665,4,2
0,11,0,7,6,6,6,39,8237,4,2
0,16,1,5,3,4,7,37,4284,4,3
0,7,1,3,2,2,7,45,4477,1,3
0,10,1,1,0,0,16,30,7861,2,4
0,8,0,7,7,7,22,33,6146,3,0
0,13,0,13,8,8,1,32,5484,2,4
0,9,1,1,0,0,9,58,3346,2,3
0,6,0,4,3,2,2,32,4404,4,1
0,17,1,13,11,9,6,51,5329,1,7
0,17,1,13,11,9,6,51,5329,1,7
0,6,0,2,2,2,2,31,3468,1,9
0,18,1,16,14,12,17,28,5410,3,1
0,14,0,14,11,11,2,34,6687,3,1
1,12,1,11,10,9,10,21,11510,3,0
1,10,0,0,0,0,1,32,6735,1,6
0,25,0,1,0,0,7,56,9724,1,2
0,8,1,2,1,2,4,27,2515,3,5
1,5,1,5,4,4,22,30,4478,2,7
0,9,0,9,8,0,1,41,6932,3,4
0,6,0,5,4,3,8,36,2342,1,0
0,16,0,16,13,10,6,34,4809,1,1
0,15,0,15,12,11,15,36,5406,4,1
0,1,0,1,0,0,7,30,1274,3,1
0,0,0,0,0,0,15,21,1232,3,1
0,4,1,2,2,2,25,59,4014,1,1
0,23,1,5,3,4,5,22,17328,1,1
1,13,1,11,9,7,12,35,4581,4,6
0,7,0,4,2,2,1,49,3580,3,2
0,7,1,4,2,2,12,31,3929,3,8
0,31,1,29,10,10,9,51,19847,4,4
1,4,1,3,2,2,9,31,2321,3,3
0,16,1,15,9,10,9,40,4599,4,6
1,1,0,1,0,0,2,19,2564,1,1
0,9,0,7,7,2,10,30,9667,1,9
0,6,0,2,0,2,2,25,2187,3,0
0,1,0,1,0,0,1,41,2693,1,1
0,12,0,11,10,7,2,32,3692,3,1
0,10,1,3,2,2,28,29,6294,4,0
0,10,0,9,7,8,2,43,3539,2,0
1,10,1,10,2,7,22,31,6179,4,1
0,11,0,10,9,8,4,48,7898,4,1
0,33,0,29,8,10,23,58,19566,2,5
0,6,1,5,3,3,10,38,5666,3,1
0,26,1,26,14,0,21,58,16752,3,1
0,6,0,3,2,2,18,25,6232,1,2
0,6,1,5,2,3,5,31,4821,3,0
0,10,0,10,5,7,7,32,2011,4,1
0,9,0,7,7,1,10,33,4682,2,6
1,1,0,0,0,0,1,19,2325,3,0
1,1,0,1,0,0,9,23,1790,4,9
0,11,0,1,0,0,1,44,4768,1,4
0,27,1,1,0,0,9,50,19331,3,1
0,10,0,9,3,7,1,41,4103,3,0
1,23,0,1,0,0,8,52,18711,3,2
0,3,0,2,1,1,2,34,2523,1,1
0,29,0,22,10,9,22,34,19665,4,4
0,11,0,1,0,0,1,44,4768,1,4
0,10,0,10,3,9,2,29,2406,1,1
1,4,0,4,3,3,9,33,4148,3,1
0,12,1,11,7,9,2,40,5220,3,0
0,6,0,2,2,0,1,27,4298,3,1
0,9,1,5,4,3,4,45,5006,3,5
0,10,0,8,7,5,27,35,11713,2,2
0,8,1,8,0,7,7,38,5605,1,5
1,1,1,1,0,0,22,24,2935,1,1
0,21,1,5,0,2,1,30,14756,1,1
0,3,0,2,2,2,1,44,2342,3,0
1,6,0,6,5,3,10,46,4381,3,1
0,6,0,5,2,3,20,44,3420,4,3
0,10,0,5,2,3,10,37,5933,3,0
1,7,1,5,4,3,2,33,4963,1,2
0,25,0,4,2,3,15,46,19081,4,5
0,7,0,5,0,4,9,41,2238,3,2
0,5,0,5,2,0,18,35,4601,3,1
0,3,0,3,2,2,10,35,3917,2,1
0,6,1,1,0,0,12,41,4766,2,3
1,3,1,2,2,2,12,42,2657,2,0
1,5,0,0,0,0,2,28,3485,1,1
0,32,0,7,0,6,1,50,19517,4,1
0,4,1,3,2,0,2,42,2696,3,0
1,1,0,1,0,0,9,30,1081,2,9
0,6,0,4,3,2,2,32,4404,4,2
0,16,0,1,0,0,15,28,15992,2,2
1,5,1,2,2,2,25,33,2313,1,4
0,5,0,4,3,2,1,28,2272,4,1
0,22,0,20,8,8,2,45,16792,1,1
0,10,1,10,9,8,20,39,2686,2,1
1,6,1,5,1,4,20,26,2148,4,0
0,8,1,5,4,2,6,41,6032,4,1
0,7,0,5,4,0,12,39,5295,4,1
0,5,0,3,2,2,1,35,2194,2,2
0,19,0,18,10,7,1,39,9613,3,0
0,7,0,7,7,7,15,48,5675,4,1
0,10,0,10,5,7,1,26,2011,4,1
0,10,0,0,0,0,13,42,5538,2,5
0,6,0,5,4,4,12,30,6577,2,0
0,0,0,0,0,0,14,18,1514,2,1
0,3,0,3,2,2,9,21,2610,1,1
1,9,0,4,3,2,1,33,13464,4,7
0,10,0,10,9,8,28,35,3407,2,1
0,9,0,6,5,3,29,45,3452,3,4
0,6,0,3,2,2,3,29,3312,4,3
0,6,0,5,4,4,9,32,4323,3,0
0,20,1,20,7,8,6,43,4081,1,3
0,23,0,21,6,6,10,41,19141,2,3
0,4,1,4,3,1,6,26,2389,1,1
0,9,0,3,2,2,25,35,3681,1,1
0,16,0,9,8,8,8,40,13757,4,2
0,10,0,7,0,7,10,44,5294,4,0
0,15,1,15,14,7,28,33,5207,2,1
0,16,0,10,9,7,7,31,12490,1,2
1,7,1,7,7,7,8,29,2119,2,1
0,10,1,10,9,6,1,34,7083,4,4
0,3,1,3,2,2,21,29,2683,1,1
0,13,1,13,12,9,8,32,5228,3,6
0,9,0,8,3,7,16,28,5661,2,0
0,6,1,6,2,4,10,27,5769,4,1
0,14,0,7,1,7,4,35,6854,4,3
0,19,1,3,2,2,3,38,4317,4,2
0,25,0,17,14,11,10,40,8633,4,2
1,19,1,1,0,0,22,19,2800,2,9
0,1,0,1,0,0,2,37,2973,3,1
0,20,0,19,9,9,2,40,8823,3,0
0,10,0,10,8,8,6,29,3131,2,1
0,10,0,10,7,9,23,30,2613,1,4
0,10,0,10,9,8,24,31,6812,3,1
0,3,0,3,2,2,1,28,2706,3,0
0,10,0,10,7,8,1,29,2720,2,2
0,5,0,0,0,0,4,47,2976,2,3
0,5,0,5,1,3,1,30,2794,1,1
0,29,0,20,6,17,26,51,16307,1,2
0,17,1,3,0,0,2,36,9602,2,4
0,6,0,5,3,3,1,30,2064,3,0
0,3,0,3,2,2,1,45,2305,4,1
0,28,0,5,2,2,4,56,19943,4,1
0,18,1,16,14,12,17,28,5410,3,9
0,18,0,7,7,7,14,51,4936,3,7
1,4,1,4,2,2,25,32,2326,2,1
0,21,1,1,0,0,6,43,16627,2,2
0,6,0,3,2,2,18,25,6232,1,2
0,24,0,24,9,11,1,52,5210,2,1
0,15,0,12,11,8,2,40,6377,2,0
0,22,1,21,9,14,26,40,13758,3,8
1,10,1,7,7,7,1,28,2216,1,7
0,9,0,8,7,7,9,32,4668,4,0
1,16,0,11,8,9,5,18,2519,1,1
0,10,0,0,0,0,1,36,5538,4,0
0,6,0,5,0,2,8,33,7104,3,6
0,4,0,4,2,2,3,59,2207,3,1
0,21,0,21,16,10,2,32,19973,3,1
0,6,1,3,2,2,15,30,2042,3,3
0,9,0,9,8,7,1,24,7654,3,4
0,9,0,8,7,1,13,34,8628,4,1
1,11,1,3,2,2,23,34,9950,2,9
0,9,1,8,7,7,2,44,7879,3,1
0,12,0,12,8,7,1,30,3748,4,1
0,7,0,3,2,1,1,20,2622,3,2
0,28,0,2,0,2,8,53,11836,1,6
0,4,0,3,2,2,8,25,4851,4,6
0,8,0,5,4,4,6,32,3038,3,3
0,1,1,1,0,0,17,27,2933,4,3
0,7,1,2,2,2,4,45,2759,2,6
0,17,1,2,2,2,12,42,2587,4,1
0,6,0,2,0,2,2,25,2187,3,4
0,9,0,8,7,7,17,33,2455,2,1
0,15,0,2,2,2,1,46,5486,4,4
1,1,1,1,0,0,8,22,2398,4,1
0,20,1,3,2,0,10,36,10854,4,4
0,28,0,5,4,3,2,49,19161,2,3
0,6,0,2,2,0,2,46,4298,1,1
0,6,0,5,3,2,1,29,5373,1,0
0,5,0,3,2,2,2,47,2080,3,2
0,16,0,13,9,12,18,36,9699,2,7
0,22,0,4,1,0,2,31,17159,3,6
0,15,0,15,10,13,1,28,3986,4,1
0,10,1,10,0,9,5,29,4187,1,1
1,7,0,6,4,4,3,26,3102,3,2
0,6,0,6,5,1,4,36,2559,3,1
0,35,1,5,2,4,3,41,10934,3,7
0,23,1,5,3,4,5,22,17328,4,1
0,6,0,6,5,3,11,36,6499,2,1
0,7,0,6,5,4,28,42,4523,4,0
0,30,0,3,2,2,9,38,18844,1,1
0,21,0,5,4,4,10,43,19926,1,3
1,10,1,10,8,7,3,33,3348,1,1
0,12,0,5,3,3,3,37,7428,3,2
0,1,0,1,1,0,14,55,2552,3,3
0,40,1,31,15,8,2,49,19246,3,1
1,8,1,6,4,5,1,41,5993,2,8
0,30,1,5,4,2,2,55,16659,3,2
0,9,0,2,2,1,2,53,5484,4,2
1,4,0,3,2,2,5,30,2422,2,0
0,20,1,4,2,3,2,38,5405,2,8
